Outcome,Feature,rho,pVal
GA_AT_SAMPLE,PE.16.0.18.1.,0.422135557798436,10.6713645326325
GA_AT_SAMPLE,PE.16.0.18.2.,0.39420040645781,9.2819472069219
GA_AT_SAMPLE,PE.16.0.20.4.,0.400031367197772,9.56141979441895
GA_AT_SAMPLE,PE.16.0.22.4.,0.426674180393421,10.909460961551
GA_AT_SAMPLE,PE.18.0.18.0.,0.182783573944927,2.27344832467069
GA_AT_SAMPLE,PE.18.0.18.1.,0.243591598367247,3.73281940264107
GA_AT_SAMPLE,PE.18.0.18.2.,0.266671997742429,4.39454038021106
GA_AT_SAMPLE,PE.18.0.20.2.,0.316635462349572,6.04799523344408
GA_AT_SAMPLE,PE.18.0.20.4.,0.25675702742608,4.10267638341925
GA_AT_SAMPLE,PE.18.0.22.4.,0.314076793210445,5.95562105969506
GA_AT_SAMPLE,PE.18.1.18.1.,0.254662438823599,4.04249323232716
GA_AT_SAMPLE,PE.18.1.18.2.,0.247816318335572,3.8493315864046
GA_AT_SAMPLE,PE.18.1.20.4.,0.31284935065655,5.91161199674196
GA_AT_SAMPLE,PE.18.2.16.1.,0.16150615188735,1.85418227612216
GA_AT_SAMPLE,PE.18.2.18.2.,0.180747610759601,2.23135457384623
GA_AT_SAMPLE,PE.O.16.0.20.4.,0.147220560279156,1.59781796910617
GA_AT_SAMPLE,PE.O.18.0.18.1.,0.261221782768887,4.23267161933208
GA_AT_SAMPLE,PE.O.18.0.18.2.,0.276465246266444,4.69429468349797
GA_AT_SAMPLE,PE.O.18.0.20.4.,0.22436247650151,3.22794165611922
GA_AT_SAMPLE,PE.P.16.0.18.1.,0.0970268751051862,0.849180279425529
GA_AT_SAMPLE,PE.P.16.0.18.2.,0.0648212364023176,0.485918077453124
GA_AT_SAMPLE,PE.P.16.0.20.4.,0.0787471832196527,0.632313051286667
GA_AT_SAMPLE,PE.P.16.0.22.4.,0.0505875768939625,0.352458478987481
GA_AT_SAMPLE,PE.P.18.0.18.1.,0.110020432993244,1.0209824423579
GA_AT_SAMPLE,PE.P.18.0.18.2.,0.0561570792239917,0.40277339749009
GA_AT_SAMPLE,PE.P.18.0.20.4.,0.0917572952714676,0.783724792692259
GA_AT_SAMPLE,PE.P.18.0.22.4.,0.190139223645917,2.42906883253759
GA_AT_SAMPLE,PE.P.18.1.18.1.,0.167507201076691,1.96784336298339
GA_AT_SAMPLE,PE.P.18.1.18.2.,0.0925226819016631,0.793082688771729
GA_AT_SAMPLE,PE.P.18.1.20.4.,0.0967342559164155,0.845482293039207
GA_AT_SAMPLE,PE.P.18.0.16.0.,0.179590279958091,2.20761496277457
GA_AT_SAMPLE,LPC.15.0.,0.0941834540362666,0.813561991910215
GA_AT_SAMPLE,LPC.16.0.,0.0547991509087149,0.390282085145907
GA_AT_SAMPLE,LPC.16.1.,-0.0526290947949864,0.370620346899226
GA_AT_SAMPLE,LPC.17.0.,0.0937272407585992,0.807912558934872
GA_AT_SAMPLE,LPC.18.0.,-0.0621326454532468,0.459475517434887
GA_AT_SAMPLE,LPC.18.1.,-0.0682007202446756,0.519983899864211
GA_AT_SAMPLE,LPC.18.2.,-0.195207672801698,2.53955539124882
GA_AT_SAMPLE,LPC.20.3.,-0.0746388292847994,0.587462410520896
GA_AT_SAMPLE,LPC.20.4.,-0.138492133994478,1.45086208632721
GA_AT_SAMPLE,LPE.16.0.,0.2305756436694,3.38656042273258
GA_AT_SAMPLE,LPE.18.0.,0.239366878398923,3.6183388966489
GA_AT_SAMPLE,LPE.18.1.,0.0353368100888654,0.22686057468567
GA_AT_SAMPLE,LPE.18.2.,-0.0614213032988476,0.452576480614507
GA_AT_SAMPLE,LPE.20.4.,-0.0600117649436212,0.439025377165906
GA_AT_SAMPLE,SM.14.0.,0.0723482862051358,0.563064498275965
GA_AT_SAMPLE,SM.16.0.,0.273061904952789,4.58881791151219
GA_AT_SAMPLE,SM.18.0.,0.159420005194027,1.81550322296119
GA_AT_SAMPLE,SM.18.1.,0.0989379072448282,0.873514868005205
GA_AT_SAMPLE,SM.20.0.,0.0655165112801288,0.492850970807429
GA_AT_SAMPLE,SM.20.1.,0.148440699525511,1.61894131635409
GA_AT_SAMPLE,SM.22.0.,0.019947767327677,0.117484806510405
GA_AT_SAMPLE,SM.22.1.,0.131447850428531,1.33752078410012
GA_AT_SAMPLE,SM.24.0.,0.100155125168167,0.889181242362878
GA_AT_SAMPLE,SM.24.1.,0.145922519085708,1.57550297776875
GA_AT_SAMPLE,SM.26.0.,0.156788866930938,1.76732853886069
GA_AT_SAMPLE,SM.26.1.,0.192756682791262,2.48579296567975
GA_AT_SAMPLE,CER.16.0.,0.259072175916271,4.16979240655149
GA_AT_SAMPLE,CER.22.0.,0.0967951168125825,0.846250810160363
GA_AT_SAMPLE,CER.24.0.,0.0684397818448194,0.522428821032809
GA_AT_SAMPLE,CER.24.1.,0.0930864972437537,0.800008455708788
GA_AT_SAMPLE,HCER.16.0.,0.270038335631215,4.4962809882563
GA_AT_SAMPLE,HCER.22.0.,0.243335495716177,3.72582190298523
GA_AT_SAMPLE,HCER.22.1.,0.199327030211036,2.6313281958081
GA_AT_SAMPLE,HCER.24.0.,0.210224733765514,2.88275337925494
GA_AT_SAMPLE,HCER.24.1.,0.224652661254434,3.2352550765761
GA_AT_SAMPLE,LCER.16.0.,0.109126021263174,1.00867620372768
GA_AT_SAMPLE,LCER.24.1.,0.0333011348338735,0.211412051944688
GA_AT_SAMPLE,TAG42.0.FA16.0,0.107466492502208,0.986032125790642
GA_AT_SAMPLE,TAG42.1.FA16.0,0.200698299410294,2.66227328972779
GA_AT_SAMPLE,TAG42.1.FA18.1,0.0943606809659048,0.815761513078892
GA_AT_SAMPLE,TAG44.0.FA12.0,0.0715514777440428,0.554678628644208
GA_AT_SAMPLE,TAG44.0.FA14.0,0.142746067192963,1.52157611808084
GA_AT_SAMPLE,TAG44.0.FA16.0,0.0861491063788619,0.716692282354345
GA_AT_SAMPLE,TAG44.1.FA12.0,0.0968827800828619,0.847358340041551
GA_AT_SAMPLE,TAG44.1.FA14.0,0.123016912204317,1.20795393412087
GA_AT_SAMPLE,TAG44.1.FA16.0,0.161480998581825,1.853713360391
GA_AT_SAMPLE,TAG44.1.FA16.1,0.156759653700778,1.76679746358984
GA_AT_SAMPLE,TAG44.1.FA18.1,0.0943241644282046,0.815308092305966
GA_AT_SAMPLE,TAG44.2.FA14.0,0.100971148063973,0.899756791795144
GA_AT_SAMPLE,TAG44.2.FA16.0,0.203891305466797,2.73509823420841
GA_AT_SAMPLE,TAG44.2.FA16.1,0.12571864910696,1.24875802718849
GA_AT_SAMPLE,TAG44.2.FA18.1,0.161280887955228,1.84998505622805
GA_AT_SAMPLE,TAG44.2.FA18.2,0.110483462691282,1.02738143126476
GA_AT_SAMPLE,TAG45.0.FA15.0,0.265300436586411,4.35347457623182
GA_AT_SAMPLE,TAG45.0.FA16.0,0.147264867011566,1.59858251352019
GA_AT_SAMPLE,TAG45.1.FA16.0,0.20790422951646,2.82815735709337
GA_AT_SAMPLE,TAG46.0.FA12.0,0.0860811646513539,0.715896685049252
GA_AT_SAMPLE,TAG46.0.FA14.0,0.190733179715504,2.44187839119359
GA_AT_SAMPLE,TAG46.0.FA16.0,0.181953630278046,2.25623807866497
GA_AT_SAMPLE,TAG46.0.FA18.0,0.085801204528986,0.712622497680685
GA_AT_SAMPLE,TAG46.1.FA12.0,0.090215323606182,0.765025363809337
GA_AT_SAMPLE,TAG46.1.FA14.0,0.188508105351641,2.39407906726085
GA_AT_SAMPLE,TAG46.1.FA14.1,0.280175813383951,4.81089282817034
GA_AT_SAMPLE,TAG46.1.FA16.0,0.156345799606843,1.75928285338409
GA_AT_SAMPLE,TAG46.1.FA16.1,0.215068287326064,2.99857369955181
GA_AT_SAMPLE,TAG46.1.FA18.1,0.0971656379484468,0.850936510176187
GA_AT_SAMPLE,TAG46.2.FA12.0,0.120707606360159,1.17360856154734
GA_AT_SAMPLE,TAG46.2.FA14.0,0.187087368591519,2.36382612157382
GA_AT_SAMPLE,TAG46.2.FA14.1,0.225458459519684,3.25561189753402
GA_AT_SAMPLE,TAG46.2.FA16.0,0.173551418396822,2.08594624946113
GA_AT_SAMPLE,TAG46.2.FA16.1,0.179714923073441,2.21016514237892
GA_AT_SAMPLE,TAG46.2.FA18.1,0.146127985471167,1.57902443967599
GA_AT_SAMPLE,TAG46.2.FA18.2,0.11016990735423,1.02304605123613
GA_AT_SAMPLE,TAG46.3.FA12.0,0.125993253470465,1.25294304352585
GA_AT_SAMPLE,TAG46.3.FA14.0,0.181555843460698,2.24801424708093
GA_AT_SAMPLE,TAG46.3.FA14.1,0.267461728731092,4.41828708043397
GA_AT_SAMPLE,TAG46.3.FA16.0,0.235597942162062,3.51791105410997
GA_AT_SAMPLE,TAG46.3.FA16.1,0.166305563542771,1.94479821951639
GA_AT_SAMPLE,TAG46.3.FA18.1,0.214761061522213,2.99115211409299
GA_AT_SAMPLE,TAG46.3.FA18.2,0.160700031562211,1.83918532843727
GA_AT_SAMPLE,TAG46.4.FA18.2,0.163599931542773,1.89343398165922
GA_AT_SAMPLE,TAG47.0.FA15.0,0.28758428855256,5.04873200131664
GA_AT_SAMPLE,TAG47.0.FA16.0,0.25345982751534,4.00816949547561
GA_AT_SAMPLE,TAG47.0.FA17.0,0.249821319698896,3.90534236914218
GA_AT_SAMPLE,TAG47.1.FA14.0,0.201467094250675,2.67970920416364
GA_AT_SAMPLE,TAG47.1.FA15.0,0.248385002549356,3.86517115501625
GA_AT_SAMPLE,TAG47.1.FA16.0,0.241314913963434,3.67087490716364
GA_AT_SAMPLE,TAG47.1.FA16.1,0.246962318240557,3.82561479123228
GA_AT_SAMPLE,TAG47.1.FA18.1,0.204389391041027,2.74655570810262
GA_AT_SAMPLE,TAG47.2.FA14.0,0.249288178248473,3.89040366905589
GA_AT_SAMPLE,TAG47.2.FA15.0,0.253031366806325,3.99598132730109
GA_AT_SAMPLE,TAG47.2.FA16.1,0.215434426477404,3.00743177157339
GA_AT_SAMPLE,TAG47.2.FA18.1,0.224728128765681,3.23715857405127
GA_AT_SAMPLE,TAG47.2.FA18.2,0.21755482009986,3.05901637832405
GA_AT_SAMPLE,TAG48.0.FA14.0,0.208759203385814,2.8482058673214
GA_AT_SAMPLE,TAG48.0.FA16.0,0.245037653260174,3.77247019277855
GA_AT_SAMPLE,TAG48.0.FA18.0,0.177730857858398,2.16975879899004
GA_AT_SAMPLE,TAG48.1.FA12.0,0.0605848311419291,0.44451562534878
GA_AT_SAMPLE,TAG48.1.FA14.0,0.218880126974792,3.09150610301688
GA_AT_SAMPLE,TAG48.1.FA14.1,0.233842169688473,3.47167111137629
GA_AT_SAMPLE,TAG48.1.FA16.0,0.246134123165518,3.80269442796395
GA_AT_SAMPLE,TAG48.1.FA16.1,0.275487576830419,4.66385134763947
GA_AT_SAMPLE,TAG48.1.FA18.0,0.118658298264426,1.14353872356932
GA_AT_SAMPLE,TAG48.1.FA18.1,0.200668599292965,2.66160095553321
GA_AT_SAMPLE,TAG48.2.FA12.0,0.0614967708100946,0.453306490825885
GA_AT_SAMPLE,TAG48.2.FA14.0,0.239025083606049,3.60916537479173
GA_AT_SAMPLE,TAG48.2.FA14.1,0.257998102820717,4.13857715858652
GA_AT_SAMPLE,TAG48.2.FA16.0,0.249848098493209,3.90609357783008
GA_AT_SAMPLE,TAG48.2.FA16.1,0.218776420007723,3.08895685036704
GA_AT_SAMPLE,TAG48.2.FA18.0,0.10613196027717,0.968000703140312
GA_AT_SAMPLE,TAG48.2.FA18.1,0.146359256876602,1.58299301316324
GA_AT_SAMPLE,TAG48.2.FA18.2,0.223850271199369,3.21505531943787
GA_AT_SAMPLE,TAG48.3.FA12.0,0.0700810784926495,0.539340557202994
GA_AT_SAMPLE,TAG48.3.FA14.0,0.208026438195964,2.83101827731433
GA_AT_SAMPLE,TAG48.3.FA14.1,0.305534357824453,5.65340150083493
GA_AT_SAMPLE,TAG48.3.FA16.0,0.24375811377916,3.73737311274678
GA_AT_SAMPLE,TAG48.3.FA16.1,0.223594168548298,3.20862295793196
GA_AT_SAMPLE,TAG48.3.FA18.1,0.144846985328645,1.55713554027928
GA_AT_SAMPLE,TAG48.3.FA18.2,0.164960781181066,1.91917791883784
GA_AT_SAMPLE,TAG48.3.FA18.3,0.170999155855165,2.03562941579893
GA_AT_SAMPLE,TAG48.4.FA12.0,0.0902701203831102,0.7656863771844
GA_AT_SAMPLE,TAG48.4.FA14.0,0.208491415442679,2.84191803448023
GA_AT_SAMPLE,TAG48.4.FA14.1,0.290713999277049,5.15124468087822
GA_AT_SAMPLE,TAG48.4.FA16.0,0.273229460638946,4.59397810853186
GA_AT_SAMPLE,TAG48.4.FA16.1,0.217501802335042,3.05772062596699
GA_AT_SAMPLE,TAG48.4.FA18.1,0.172188663117961,2.0589987184375
GA_AT_SAMPLE,TAG48.4.FA18.2,0.131974175458583,1.34582836665455
GA_AT_SAMPLE,TAG48.4.FA18.3,0.136787055127465,1.42299943140047
GA_AT_SAMPLE,TAG48.5.FA18.2,0.140950427312453,1.49151722222689
GA_AT_SAMPLE,TAG49.0.FA15.0,0.279491736911034,4.78927090203079
GA_AT_SAMPLE,TAG49.0.FA16.0,0.289097046987686,5.09812990248832
GA_AT_SAMPLE,TAG49.0.FA17.0,0.318005485779814,6.09781050525738
GA_AT_SAMPLE,TAG49.0.FA18.0,0.275898643900444,4.67663733511624
GA_AT_SAMPLE,TAG49.1.FA14.0,0.239241261509234,3.61496589817935
GA_AT_SAMPLE,TAG49.1.FA15.0,0.312026024453204,5.88220253333335
GA_AT_SAMPLE,TAG49.1.FA16.0,0.295833617862612,5.32157298910245
GA_AT_SAMPLE,TAG49.1.FA16.1,0.283551714584725,4.91843464292429
GA_AT_SAMPLE,TAG49.1.FA17.0,0.262745252721738,4.27756445035696
GA_AT_SAMPLE,TAG49.1.FA18.1,0.283709640458988,4.92349971019359
GA_AT_SAMPLE,TAG49.2.FA14.0,0.217015836003406,3.0458578439848
GA_AT_SAMPLE,TAG49.2.FA15.0,0.330072497384626,6.54737039138317
GA_AT_SAMPLE,TAG49.2.FA16.0,0.309421664984428,5.78975524373675
GA_AT_SAMPLE,TAG49.2.FA16.1,0.237349704856366,3.56439002088032
GA_AT_SAMPLE,TAG49.2.FA17.0,0.236343795964519,3.53765841321885
GA_AT_SAMPLE,TAG49.2.FA18.1,0.245968581527944,3.79812246092364
GA_AT_SAMPLE,TAG49.2.FA18.2,0.302351163099024,5.54319351879584
GA_AT_SAMPLE,TAG49.3.FA15.0,0.26143990822075,4.23908245975664
GA_AT_SAMPLE,TAG49.3.FA16.0,0.290462105860988,5.14294889835005
GA_AT_SAMPLE,TAG49.3.FA16.1,0.268111723102154,4.43788770141571
GA_AT_SAMPLE,TAG49.3.FA18.2,0.269024636544659,4.46550173219688
GA_AT_SAMPLE,TAG49.3.FA18.3,0.222312194631438,3.17653262645192
GA_AT_SAMPLE,TAG50.0.FA14.0,0.18726995128002,2.36770235725034
GA_AT_SAMPLE,TAG50.0.FA16.0,0.257278970471608,4.11775279005375
GA_AT_SAMPLE,TAG50.0.FA18.0,0.253807951841415,4.01808805324956
GA_AT_SAMPLE,TAG50.1.FA14.0,0.194522622554442,2.52446576465721
GA_AT_SAMPLE,TAG50.1.FA16.0,0.265793653288948,4.36821622275871
GA_AT_SAMPLE,TAG50.1.FA16.1,0.251344302764577,3.94819698051487
GA_AT_SAMPLE,TAG50.1.FA18.0,0.228798505501326,3.3407549829325
GA_AT_SAMPLE,TAG50.1.FA18.1,0.275387278073536,4.660734719153
GA_AT_SAMPLE,TAG50.1.FA20.1,0.229883102621081,3.36866860658958
GA_AT_SAMPLE,TAG50.2.FA14.0,0.200337029130647,2.6541013745601
GA_AT_SAMPLE,TAG50.2.FA14.1,0.252928146726426,3.99304826624333
GA_AT_SAMPLE,TAG50.2.FA16.0,0.314904014511146,5.98539174257146
GA_AT_SAMPLE,TAG50.2.FA16.1,0.245674014790496,3.7899947961176
GA_AT_SAMPLE,TAG50.2.FA18.0,0.240437543284292,3.64716020115564
GA_AT_SAMPLE,TAG50.2.FA18.1,0.225378610023913,3.25359147507461
GA_AT_SAMPLE,TAG50.2.FA18.2,0.313967243597345,5.95168522637868
GA_AT_SAMPLE,TAG50.2.FA20.2,0.278931641110444,4.77161017309356
GA_AT_SAMPLE,TAG50.3.FA14.0,0.215777681931785,3.01574938743581
GA_AT_SAMPLE,TAG50.3.FA14.1,0.262001776014163,4.25562189556022
GA_AT_SAMPLE,TAG50.3.FA16.0,0.26023096737929,4.20362138034819
GA_AT_SAMPLE,TAG50.3.FA16.1,0.255886960054478,4.07761498248054
GA_AT_SAMPLE,TAG50.3.FA18.0,0.227752240405864,3.31395140820911
GA_AT_SAMPLE,TAG50.3.FA18.1,0.236268328453272,3.53565748178392
GA_AT_SAMPLE,TAG50.3.FA18.2,0.24584685973561,3.79476271935797
GA_AT_SAMPLE,TAG50.3.FA18.3,0.249948214640112,3.90890280470982
GA_AT_SAMPLE,TAG50.3.FA20.3,0.226938596514464,3.29319089815629
GA_AT_SAMPLE,TAG50.4.FA14.0,0.209344928650524,2.8619858078181
GA_AT_SAMPLE,TAG50.4.FA14.1,0.297626823307275,5.38201171743774
GA_AT_SAMPLE,TAG50.4.FA16.0,0.250526819207263,3.92516088554374
GA_AT_SAMPLE,TAG50.4.FA16.1,0.216084420848467,3.02319294321498
GA_AT_SAMPLE,TAG50.4.FA18.1,0.207514719780992,2.81904952598561
GA_AT_SAMPLE,TAG50.4.FA18.2,0.238338085810117,3.59076673908935
GA_AT_SAMPLE,TAG50.4.FA18.3,0.186001610203901,2.340846314232
GA_AT_SAMPLE,TAG50.4.FA20.3,0.173049924612407,2.07600785806649
GA_AT_SAMPLE,TAG50.4.FA20.4,0.208442239838576,2.84076419284571
GA_AT_SAMPLE,TAG50.5.FA14.0,0.174759385463944,2.10998914439063
GA_AT_SAMPLE,TAG50.5.FA16.0,0.223301549359527,3.2012822477419
GA_AT_SAMPLE,TAG50.5.FA16.1,0.181068469404194,2.23796029360612
GA_AT_SAMPLE,TAG50.5.FA18.1,0.243471824123591,3.72954587862006
GA_AT_SAMPLE,TAG50.5.FA18.2,0.208119920532476,2.83320778701438
GA_AT_SAMPLE,TAG50.5.FA18.3,0.164580522301815,1.9119658928474
GA_AT_SAMPLE,TAG50.5.FA20.4,0.19519842194548,2.53935129596248
GA_AT_SAMPLE,TAG51.0.FA16.0,0.258748395948663,4.16036833164348
GA_AT_SAMPLE,TAG51.0.FA17.0,0.31214628558403,5.88649278184065
GA_AT_SAMPLE,TAG51.0.FA18.0,0.320188200959945,6.17768839777258
GA_AT_SAMPLE,TAG51.1.FA15.0,0.283120993871261,4.90463595914709
GA_AT_SAMPLE,TAG51.1.FA16.0,0.311592694872495,5.86675937841995
GA_AT_SAMPLE,TAG51.1.FA17.0,0.320531456414327,6.19030751365703
GA_AT_SAMPLE,TAG51.1.FA18.0,0.271840791932095,4.55131340052544
GA_AT_SAMPLE,TAG51.1.FA18.1,0.313898105619299,5.94920208702651
GA_AT_SAMPLE,TAG51.2.FA15.0,0.295326768319334,5.30456349998927
GA_AT_SAMPLE,TAG51.2.FA16.0,0.308748300029237,5.76599600282726
GA_AT_SAMPLE,TAG51.2.FA16.1,0.263756030485279,4.30750061155473
GA_AT_SAMPLE,TAG51.2.FA17.0,0.336733113861136,6.80394077700055
GA_AT_SAMPLE,TAG51.2.FA18.1,0.272130002910681,4.56017984863111
GA_AT_SAMPLE,TAG51.2.FA18.2,0.324732805798523,6.34603343728279
GA_AT_SAMPLE,TAG51.3.FA15.0,0.287836009219107,5.05693204619793
GA_AT_SAMPLE,TAG51.3.FA16.1,0.253472486581743,4.00852992407082
GA_AT_SAMPLE,TAG51.3.FA17.0,0.282527965299011,4.88567481020923
GA_AT_SAMPLE,TAG51.3.FA18.2,0.289181278467981,5.10088876466342
GA_AT_SAMPLE,TAG51.3.FA18.3,0.181918087514684,2.25550261178609
GA_AT_SAMPLE,TAG51.4.FA15.0,0.248467286480974,3.86746608525022
GA_AT_SAMPLE,TAG51.4.FA16.1,0.251299570307502,3.94693445742226
GA_AT_SAMPLE,TAG51.4.FA18.2,0.227282825743184,3.30196514162375
GA_AT_SAMPLE,TAG51.4.FA18.3,0.228071151579397,3.3221085453358
GA_AT_SAMPLE,TAG51.4.FA20.4,0.210143423608235,2.8808305956267
GA_AT_SAMPLE,TAG51.5.FA18.2,0.204257007444025,2.74350791725517
GA_AT_SAMPLE,TAG51.5.FA18.3,0.198800413224225,2.61949675333417
GA_AT_SAMPLE,TAG52.0.FA16.0,0.242258501297607,3.69647679032046
GA_AT_SAMPLE,TAG52.0.FA18.0,0.212068088588618,2.92653453300443
GA_AT_SAMPLE,TAG52.0.FA20.0,0.296693118137716,5.35049118403579
GA_AT_SAMPLE,TAG52.1.FA16.0,0.240583609435092,3.65110221721729
GA_AT_SAMPLE,TAG52.1.FA16.1,0.267402815383602,4.41651303220747
GA_AT_SAMPLE,TAG52.1.FA18.0,0.243092539018679,3.71919048827273
GA_AT_SAMPLE,TAG52.1.FA18.1,0.237512812058093,3.56873524973305
GA_AT_SAMPLE,TAG52.1.FA20.0,0.238222693550984,3.58768161516257
GA_AT_SAMPLE,TAG52.1.FA20.1,0.34339811232217,7.06679599748957
GA_AT_SAMPLE,TAG52.2.FA14.0,0.267282554252776,4.41289291066613
GA_AT_SAMPLE,TAG52.2.FA16.0,0.239875675490879,3.6320190814846
GA_AT_SAMPLE,TAG52.2.FA16.1,0.241446860386324,3.67444886975795
GA_AT_SAMPLE,TAG52.2.FA18.0,0.301796038138295,5.52410686916662
GA_AT_SAMPLE,TAG52.2.FA18.1,0.234124564246687,3.47908495020313
GA_AT_SAMPLE,TAG52.2.FA18.2,0.267288396898808,4.41306874722599
GA_AT_SAMPLE,TAG52.2.FA20.0,0.282196882023862,4.87510771393658
GA_AT_SAMPLE,TAG52.2.FA20.1,0.268674564669906,4.45490091502363
GA_AT_SAMPLE,TAG52.2.FA20.2,0.370661359369114,8.20775982266442
GA_AT_SAMPLE,TAG52.3.FA14.0,0.285512653136486,4.98154429808531
GA_AT_SAMPLE,TAG52.3.FA16.0,0.250448430373,3.92295599547296
GA_AT_SAMPLE,TAG52.3.FA16.1,0.220056446375906,3.12050357900668
GA_AT_SAMPLE,TAG52.3.FA18.0,0.257659229350859,4.12875665687881
GA_AT_SAMPLE,TAG52.3.FA18.1,0.265043360161002,4.34580231258158
GA_AT_SAMPLE,TAG52.3.FA18.2,0.244751850491774,3.76461458440446
GA_AT_SAMPLE,TAG52.3.FA18.3,0.204212944144476,2.74249388591215
GA_AT_SAMPLE,TAG52.3.FA20.0,0.256506280533873,4.09544482364944
GA_AT_SAMPLE,TAG52.3.FA20.1,0.304325903870163,5.61140966595186
GA_AT_SAMPLE,TAG52.3.FA20.2,0.322902110041821,6.27788783800428
GA_AT_SAMPLE,TAG52.3.FA20.3,0.290036252337334,5.12894194958347
GA_AT_SAMPLE,TAG52.3.FA22.1,0.250100306046925,3.91317264979185
GA_AT_SAMPLE,TAG52.4.FA14.0,0.247934145030551,3.85261036632113
GA_AT_SAMPLE,TAG52.4.FA16.0,0.220426480624601,3.12965649720421
GA_AT_SAMPLE,TAG52.4.FA16.1,0.217974029952658,3.06927260505955
GA_AT_SAMPLE,TAG52.4.FA18.0,0.256165946402507,4.08564128885672
GA_AT_SAMPLE,TAG52.4.FA18.1,0.228077912490709,3.32228159830667
GA_AT_SAMPLE,TAG52.4.FA18.2,0.210620086147014,2.89211258680455
GA_AT_SAMPLE,TAG52.4.FA18.3,0.200602869525105,2.66011333348344
GA_AT_SAMPLE,TAG52.4.FA20.0,0.210050428158891,2.87863235261846
